id,name,brand,barcode,category,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,is_verified,created_by,created_at,name_tr,category_tr
863c5337-fe5f-400a-b05e-daffc19e9271,Chicken Tikka Masala with Pilau Rice,Tesco,5059697257070,protein,376g,141,6.8,15.5,5.5,1.1,2.9,179.0,true,,2026-02-14 19:31:27.824166+00,Pilavlı Pilavlı Tavuk Tikka Masala,protein
863d9988-202b-4373-8db3-652695ecfe59,P'tit Gouter,It,6111269300092,snacks,100g,480,6.4,65.0,22.0,0.0,39.0,240.0,true,,2026-02-14 19:27:56.541631+00,Küçük Atıştırmalık,atıştırmalıklar
864206a7-2443-47a5-9a66-65bdaade8179,Haricots Coco cuisinés aux Tomates,Cassegrain,3083681001808,vegetables,217.5 g,74,4.7,11.0,0.3,4.2,1.4,312.0,true,,2026-02-14 19:21:44.598161+00,Domatesle pişirilmiş hindistan cevizi fasulyesi,sebze
86434b39-ae69-4e70-b03a-0e577919eb5c,Chicorée café,"Marque Repère, Plantation",3564700388105,beverages,100g,334,12.0,65.0,0.0,13.0,4.3,100.0,true,,2026-02-14 19:42:49.908294+00,Hindiba kahvesi,içecekler
8645f327-9bed-4b20-a4b4-66fd1367008d,Makrelenfilets,RügenFisch,4012839514449,protein,100g,342,27.0,0.0,26.0,0.0,0.0,320.0,true,,2026-02-14 19:33:13.828135+00,Uskumru filetosu,protein
8648d49e-aeb4-4704-a9a1-bc7b257cae3c,Filets de merlu blanc meuniere msc 220g,"Intermarché, Trad p&c",3250391814251,protein,110 g,161,14.0,12.0,5.8,0.8,0.4,336.0,true,,2026-02-14 19:32:56.509247+00,MSC sertifikalı beyaz mezgit filetosu meuniere soslu 220g,protein
8652c21c-af71-4864-a898-09342a7cfcd1,Wholegrain Basmati & Quinoa Rice,Tilda,5011157120706,protein,1 serving (125 g),132,2.9,24.0,2.1,3.0,0.3,110.0,true,,2026-02-14 19:39:48.455076+00,Tam Tahıllı Basmati ve Kinoa Pirinci,protein
86538554-cb8b-439c-9d25-0214a5a95526,"California Gold Nutrition, Omega-3 Premium Fish Oil",California Gold Nutrition,898220009527,protein,2 sofgels (3 g),20,,,,,,0.0,true,,2026-02-14 19:32:51.04499+00,"California Gold Nutrition, Omega-3 Premium Balık Yağı",protein
86541809-75ab-4a05-b60a-578d282a3da0,Lasagne,Sainsburys,461634,grains,1 serving (400 g),140,10.1,9.8,6.5,1.1,2.3,214.0,true,,2026-02-14 19:39:03.592105+00,Lazanya,tahıllar
8660932c-ee98-4b7e-945b-006695e8104a,UpGrade Orange,"UpGrade,San Benedetto",8429359560003,beverages,250 ml,24,0.0,6.2,0.0,0.0,6.2,32.0,true,,2026-02-14 19:42:07.853773+00,Turuncu Yükseltme,içecekler
86617ea8-a375-4d5a-b427-18af5abb75f8,Hélices vegetales,Hacendado,8402001015717,grains,100.0g,362,13.0,76.0,1.5,4.0,0.0,0.0,true,,2026-02-14 19:39:22.960592+00,Bitki sarmalları,tahıllar
8662953c-3644-48c1-9051-126258dfb295,Goûter aux écorces confites,Gerblé,3251491787803,snacks,18g,445,9.5,65.0,15.0,6.1,20.0,12.0,true,,2026-02-14 19:44:44.845514+00,Şekerlenmiş meyve kabuklarının tadına bakın.,atıştırmalıklar
86694f67-5f25-4cbf-9681-03a106a5a8a4,Turkey Stuffing Mix,"Stove Top,Kraft",66188043901,protein,33 g,394,12.1,72.7,3.0,3.0,6.1,1450.0,true,,2026-02-14 19:34:14.379625+00,Hindi Dolması Karışımı,protein
8672b6fb-4d86-4212-819d-2ea2a347023e,Mighty Mango Machine,Naked,82592660152,beverages,"1 , (15.2 fl oz)",58,0.2,14.9,0.0,1.3,11.3,6.7,true,,2026-02-14 19:42:29.248299+00,Güçlü Mango Makinesi,içecekler
8672d5cc-f3bc-4ca5-ba61-a530afa64883,Tortilla Wraps Seeded,Village Bakery,4088600111193,grains,1 tortilla (62 g),284,8.6,48.5,4.8,6.3,3.2,381.0,true,,2026-02-14 19:38:02.340851+00,Çekirdekli Tortilla Dürümleri,tahıllar
8674d34e-bbeb-46ad-8694-37b9d8beba7b,Turkey Franks,Oscar Mayer,71871544627,protein,1 link (45 g),222,11.1,6.7,17.8,,2.2,867.0,true,,2026-02-14 19:33:54.320247+00,Türkiye sosisleri,protein
8676fc22-6476-4183-9188-8b35196d8205,Puffed Wheat,By sainsbury's,358132,grains,100g,376,14.5,69.6,2.4,9.2,0.6,0.4,true,,2026-02-14 19:41:03.080367+00,Şişirilmiş Buğday,tahıllar
8683e44c-6744-4d9f-b7c8-aa4bf62b1e88,Noir,"Nocilla,Idilia Foods",8410014486097,snacks,15g,533,4.6,54.0,32.0,5.3,51.0,8.0,true,,2026-02-14 19:44:11.113057+00,Kara film,atıştırmalıklar
8686f273-b764-4fdc-94da-6847768a0a58,Double concentré de tomates,Délicia,6111162001195,fruits,2g,91,4.1,18.4,0.1,,,0.0,true,,2026-02-14 19:21:42.041408+00,Çift konsantre domates salçası,meyveler
8686f838-fabd-4e95-9fae-49923f2cf04d,Yoghurt coated rice cake,Tesco,5059512737190,snacks,1 Rice cake (18 g),472,5.6,71.1,18.3,1.7,38.9,217.0,true,,2026-02-14 19:40:05.731443+00,Yoğurt kaplı pirinç keki,atıştırmalıklar
868864b4-5d2d-40af-a6fe-ced6b90c1f26,"Spartan, ice cream, peanut butter",Spartan,11213011509,dairy,0.5 cup (68 g),265,5.9,25.0,16.2,1.5,17.7,118.0,true,,2026-02-14 19:22:02.130722+00,"Spartalı, dondurma, fıstık ezmesi",günlük
868baa0c-10ca-4f07-b649-8323956d2b46,Chicken & Apple Smoked Chicken Sausage,Aidells,764014106539,protein,1 link (90 g),189,14.4,4.4,13.3,1.1,3.3,767.0,true,,2026-02-14 19:31:37.888255+00,Tavuk ve Elma Füme Tavuk Sosisi,protein
868c1210-c778-4ddc-8ba1-146b652db6d2,Youngs Salt Pepper Basa Fillets 2pk,Youngs,5000205046990,protein,1 fillet (165 g),173,14.7,10.5,8.0,0.3,0.6,275.0,true,,2026-02-14 19:32:41.005252+00,Youngs Tuzlu Biberli Basa Filetosu 2'li Paket,protein
869054a2-2743-4bd8-ba9a-edff5ed6525b,Tortilla Chips Avocado Guacamole Flavour,Mister Free'd,5060367450578,snacks,20 g,522,7.1,67.0,24.0,4.7,1.6,400.0,true,,2026-02-14 19:45:45.057047+00,Avokado Guacamole Aromalı Tortilla Cipsi,atıştırmalıklar
869153da-5981-4201-a0ba-55242196cfcd,Fetticcini,TOQUE DU CHEF,4056489916451,grains,100g,274,10.0,52.0,2.4,2.3,0.0,20.0,true,,2026-02-14 19:39:22.960592+00,Fettuccine,tahıllar
869190fd-9e64-4e2c-96b4-5e3fef0b08b6,L'instant Bagel Saumon Concombre & Cream Cheese,Sodebo,3242272853053,grains,210 g,229,8.9,30.9,7.3,,4.1,512.0,true,,2026-02-14 19:33:10.615255+00,"Somonlu, Salatalıklı ve Krem Peynirli Hazır Simit",tahıllar
8698021a-f0d0-4507-9dca-985df4c7089a,waffer roll with cocoa cream,Tago,5901356070974,snacks,1 rurka (12 g),525,5.5,61.0,28.0,,45.0,79.0,true,,2026-02-14 19:28:05.515481+00,kakaolu kremalı gofret rulosu,atıştırmalıklar
869ee17f-7aa5-4e17-bacc-d01de47fe30e,minister energy ultra,,5940568000102,beverages,500ml,2,0.0,0.9,0.0,0.0,0.0,80.0,true,,2026-02-14 19:22:53.051199+00,bakan enerji ultra,içecekler
86a0eb59-04a1-4b74-83a9-1ab708369941,Sweet Cream Butter,Daily Chef Food Service,78742104430,dairy,1 Tbsp (14 g),714,0.0,0.0,78.6,,0.0,0.0,true,,2026-02-14 19:25:15.00999+00,Tatlı Krema Tereyağı,günlük
86a41312-35e3-4c3c-8c7d-541286d28bc8,STRAIGHT TO WOK MEDIUM NOODLES,TESCO,5052910433244,grains,150g,147,5.5,26.3,1.7,2.6,0.0,120.0,true,,2026-02-14 19:38:37.750199+00,DOĞRUDAN WOK'TA PİŞİRİLEBİLİR ORTA BOY ERİŞTE,tahıllar
86a486ae-418c-4390-a6cd-625acfe6f997,My authentic greek yoghurt 10%,"Kri Kri, Κρι Κρι",5202234620329,dairy,100g,130,6.2,3.7,10.0,,3.4,68.0,true,,2026-02-14 19:37:30.153535+00,Orijinal Yunan yoğurdum %10,günlük
86a684bc-bd18-4f17-bebd-d93bbc327a4a,Deli Reform Original,"Walter Rau Lebensmittelwerke,Deli Reform",40264769,vegetables,10g,630,0.0,0.0,70.0,0.0,0.0,80.0,true,,2026-02-14 19:20:56.21668+00,Deli Reform Orijinal,sebze
86abb7f6-f024-4794-b1e0-f49ab6bc5fe6,Lait infantile,,3572731502131,other,100g,498,10.5,60.0,24.0,0.0,60.0,160.0,true,,2026-02-14 19:28:53.72828+00,Bebek sütü,diğer
86aeeeba-7754-4300-aebe-fa652befc84f,Filets de Saumon rose du Pacifique MSC,Findus,3599741001881,protein,100g,103,21.0,0.5,2.0,0.5,0.5,80.0,true,,2026-02-14 19:32:53.168204+00,MSC Pasifik Pembe Somon Filetoları,protein
86b05e92-126a-405b-a0d9-a0496187f8d6,Assortiment Lindor,"Lindt, Lindt & Sprüngli",8003340097305,snacks,100g,626,4.5,43.0,48.0,0.0,42.0,68.0,true,,2026-02-14 19:44:38.61695+00,Lindor Çeşitleri,atıştırmalıklar
86b7a5c0-20af-4aca-b2f4-37ec074c189d,Heidelbeere aus Soja,alpro,5411188137993,dairy,150 g,69,3.7,8.1,2.1,1.0,7.9,64.0,true,,2026-02-14 19:21:43.386748+00,soya fasulyesinden yapılan yaban mersini,günlük
86b7d5d2-f1d3-4e94-a196-d50d7e74aa5c,Physiolac bio 1 (0 à 6 mois),LABORATOIRES GILBERT,3518646124167,beverages,100g,506,10.1,55.6,26.5,2.1,42.5,168.0,true,,2026-02-14 19:28:55.443695+00,Physiolac bio 1 (0-6 ay),içecekler
86bc2ca1-b799-47cb-949e-35aa83ce56e3,Ultimate no beef burgers,Plant menu,4088600455532,protein,1 burger (98 g),229,14.6,7.1,15.1,2.8,1.0,482.0,true,,2026-02-14 19:31:50.613418+00,En iyi etsiz burgerler,protein
86be117c-7502-4908-8b33-2cf7da64394b,Matins Gourmands Céréales Bananes Cacao,Hipp,4062300298255,other,100g,361,9.1,71.3,1.8,11.6,13.3,20.0,true,,2026-02-14 19:28:55.443695+00,Gurme Sabah Kahvaltılıkları Muzlu Kakao,diğer
86c2d28d-9bf5-4a65-9e0f-daad760861e1,Wholewheat Tagliatelle,Sainsbury's,127103,grains,100g,157,5.3,29.4,1.0,4.4,1.6,4.0,true,,2026-02-14 19:38:44.453226+00,Tam Buğdaylı Tagliatelle,tahıllar
86c383d9-129f-45e1-bd1b-0db1927259ba,Queues de crevettes décortiquées et cuites,Le grand frais,3574300037594,protein,100.0g,95,22.0,0.5,0.5,0.0,0.0,840.0,true,,2026-02-14 19:35:18.093975+00,Kabukları soyulmuş ve pişirilmiş karides kuyrukları,protein
86c81250-0ab2-4294-8b56-1631f66cf462,Filet deMaguereauà l'huile végétale,Filet deMaguereauà,6111049003021,protein,100g,238,24.0,0.5,16.0,,0.5,400.0,true,,2026-02-14 19:23:27.600962+00,Bitkisel yağda pişirilmiş saksağan filetosu,protein
86c8697e-424a-471e-8de8-610655026aa0,multiseed bread mix,tesco,5054268868839,grains,100g,274,11.3,38.2,7.5,5.0,1.8,320.0,true,,2026-02-14 19:38:29.417084+00,çok çekirdekli ekmek karışımı,tahıllar
86d2279b-c564-4736-befb-a71d6ce8b6d2,Fromage frais Nature Malo 20% *Matières grasses sur extrait sec soit 3% de matières grasses sur produit fini,Malo,3278691190011,dairy,100 g,66,6.2,3.9,2.8,0.0,3.3,32.0,true,,2026-02-14 19:36:38.434398+00,"Malo Doğal Taze Peynir %20 *Kuru madde bazında yağ içeriği, yani nihai üründe %3 yağ içeriği.",günlük
86d715a8-5fb6-47e6-a6fc-88552cc03a1a,SHIN RAMYUN,NONGSHIM,31146270606,other,1 container (75 g),400,6.7,70.7,10.7,4.0,4.0,1750.0,true,,2026-02-14 19:28:50.643174+00,SHIN RAMYUN,diğer
86dacd38-ce5e-4be9-8e62-59f4e1dadce1,Pringles Original,Pringles,5053990156009,snacks,30 g,534,5.9,56.0,31.0,3.5,1.4,440.0,true,,2026-02-14 19:20:51.143668+00,Pringles Orijinal,atıştırmalıklar
86deddce-b20d-4b5c-8505-c3f4b3feef4f,Lait saveur cacao,Milbona,20527488,beverages,100g,67,3.0,10.0,1.5,0.6,10.0,52.0,true,,2026-02-14 19:35:47.36892+00,Kakao aromalı süt,içecekler
86ed9071-75d9-4133-bc9d-2b490a787091,Classic Collection Chocolate Bars,Green & Blacks,7622210216861,snacks,Per 100 g (100 g),550,9.1,45.0,36.0,5.7,41.0,64.0,true,,2026-02-14 19:44:34.622421+00,Klasik Koleksiyon Çikolata Barları,atıştırmalıklar
86f70666-5db7-4474-85a7-8d646f956f02,Le Fondant Café,Mamie Nova,3456774781633,dairy,100g,140,3.1,17.2,6.4,,16.7,60.0,true,,2026-02-14 19:42:49.908294+00,Fondant Kafe,günlük
86f89d9a-3bf6-43c3-a7bd-65b170658fd5,Doritos Goût Nacho Cheese,Doritos,3168930008170,snacks,30 g (pour: 30 g),501,6.5,58.0,26.0,5.6,2.7,480.0,true,,2026-02-14 19:36:34.997133+00,Doritos Nacho Peynir Aromalı,atıştırmalıklar
86f8c306-4c07-48ba-8ff3-04fc058e0701,Seeded bloomer,ROWAN HILL BAKERY,4056489159797,grains,1 serving (57 g),282,9.5,42.6,7.0,8.4,4.6,670.0,true,,2026-02-14 19:37:59.74037+00,Tohumla çiçek açan,tahıllar
86fac040-07a6-4f25-9b13-a0d3b32780c9,Super seeded bread,M&S,724159,grains,1 slice (34 g),297,12.0,38.6,9.5,4.6,4.0,287.0,true,,2026-02-14 19:38:24.21779+00,Süper tohumlu ekmek,tahıllar
86fc0831-2024-473d-94f4-c08967e26e2d,Frischkäse mit feinen Kräutern,"Aldi, Bayernland, Hofburger",4061458047739,dairy,100g,241,5.4,3.0,23.0,,3.0,480.0,true,,2026-02-14 19:36:40.6709+00,İnce otlarla tatlandırılmış krem ​​peynir,günlük
86fda6dd-8e55-4b2c-82d6-d0850f80c8e9,Riz provencal,Bonduelle,3083681081596,protein,320 g,132,4.0,18.0,4.5,1.5,1.0,300.0,true,,2026-02-14 19:32:41.005252+00,Provence Riz,protein
86ff7cb9-e016-4345-bca4-b5fbb025e8ad,Cordon bleu de dinde halal,Réghalal,3283040330321,protein,100g,241,12.0,13.0,15.0,2.2,1.7,508.0,true,,2026-02-14 19:34:01.865748+00,Helal hindi cordon bleu,protein
8701a0a4-58f4-4bd0-bee0-51ea6de9f40b,Smoked Salmon Slices,Lighthouse Bay,4056489789857,protein,1 portion (100 g),162,20.4,0.0,9.0,,,1010.0,true,,2026-02-14 19:34:40.502705+00,Füme Somon Dilimleri,protein
870ffc5f-cb4c-4f92-8fad-cc4a2ace61c2,Tuna Chunks In Spring Water,John West,5000171057822,protein,1 Tin (100 g),106,25.0,0.0,0.7,0.0,0.0,315.0,true,,2026-02-14 19:35:06.075205+00,İlkbahar Suyunda Ton Balığı Parçaları,protein
8712335b-cfe4-4090-923e-bc753a7177d7,Tesco Original Bagels 5 Pack,Tesco,5000436049135,grains,1 bagel (85 g),265,9.3,52.2,1.5,2.7,5.3,236.0,true,,2026-02-14 19:38:24.21779+00,Tesco Orijinal Simit 5'li Paket,tahıllar
87126bf3-6667-46e4-bf60-b9f0b9fda4db,Fresh gas zero lima limón,Hacendado,8480000290649,beverages,100g,1,0.0,0.0,0.0,,0.0,12.0,true,,2026-02-14 19:42:29.248299+00,Taze gaz sıfır limon,içecekler
8712e85e-467b-40a4-bb97-a433f013890a,XtremBox - Radiatori Bolognaise,"Sodebo, pasta xtrem",3242272260554,grains,400g,153,7.0,20.8,4.3,2.1,3.0,320.0,true,,2026-02-14 19:38:37.750199+00,XtremBox - Radiatori Bolognaise,tahıllar
87165415-4016-4a81-b188-6fd6b33321ed,Twix Extra,Mars,5000159558181,snacks,1 portion (37.5 g),493,4.5,64.0,24.0,,48.0,157.0,true,,2026-02-14 19:28:01.947428+00,Twix Ekstra,atıştırmalıklar
87167afb-d7bd-44aa-875e-362670910a76,Belgian Chocolate Guylian Seashells,Guylian,5410976140122,snacks,1 unit (100 g),554,8.4,48.0,36.0,,47.0,5.0,true,,2026-02-14 19:44:27.698504+00,Belçika Çikolatası Guylian Deniz Kabukları,atıştırmalıklar
87171755-779c-476d-8c96-77f4ca9788b8,Grass-Fed Beef Jerky Mango Habanero,Archer,853016002410,protein,1 portion (28 g),214,32.1,21.4,0.0,0.0,17.9,607.0,true,,2026-02-14 19:32:06.003525+00,Otla Beslenmiş Sığır Eti Kurutulmuş Et (Mango Habanero),protein
8719f364-83e8-4b9e-b8f6-2092dac25f89,Gustosines,"Cheetos,PepsiCo",8410199001153,snacks,100g,477,5.6,62.5,22.1,3.0,0.2,840.0,true,,2026-02-14 19:45:42.357466+00,Gustosinler,atıştırmalıklar
871b47d4-6351-4f07-9f6d-f8a8fa0b7795,"Whey protein bar, mint chocolate crunch",,52000101744,snacks,1 BAR (80 g),450,25.0,52.5,15.0,1.2,35.0,225.0,true,,2026-02-14 19:24:24.01332+00,"Peynir altı suyu protein barı, nane çikolatalı çıtır",atıştırmalıklar
871c682b-c84f-469e-afcc-e8c1442c7d10,Pomme Châtaigne d'Ardèche,Babybio,3288130510942,other,130g,64,0.6,13.0,0.5,2.3,10.4,4.0,true,,2026-02-14 19:28:53.72828+00,Ardèche Elma ve Kestane,diğer
871cb5df-49d5-4b93-b5ab-0a055221d0e7,yaourt grec,delta,5201037711555,dairy,150 g,134,6.5,3.8,10.0,,3.8,48.0,true,,2026-02-14 19:37:50.679162+00,Yunan yoğurdu,günlük
871feb8f-4097-4f3f-880a-7e5c16d0b66d,Zitronensaft,"Polenghi Food, REWE, REWE Bio",4337256086943,beverages,100g,27,0.0,2.0,0.0,,2.0,0.0,true,,2026-02-14 19:42:38.370005+00,Limon suyu,içecekler
8727f1aa-a6f5-490a-8849-4809f58e5263,Smooth Tomato Pasta Sauce,Cucina,4088600304632,grains,0.25 jar (125 g),44,1.8,7.0,0.7,1.2,6.2,277.0,true,,2026-02-14 19:39:03.592105+00,Pürüzsüz Domatesli Makarna Sosu,tahıllar
872b35e9-ab05-499f-b167-f58d7cfbbc5b,Tesco Original Beef Jerky,Tesco,5057008252141,protein,40.0g,284,33.5,29.6,3.4,0.6,26.8,1520.0,true,,2026-02-14 19:32:00.573851+00,Tesco Orijinal Dana Kurutulmuş Et,protein
8735885e-86d0-4e22-85c7-bf1f46bd5fe8,Das Pure Hafer- und Saatenbrot,DmBio,4066447327816,grains,100g,296,11.0,18.0,18.0,8.1,0.7,400.0,true,,2026-02-14 19:38:20.466903+00,Saf Yulaf ve Tohum Ekmeği,tahıllar
873c60aa-d8cd-4ef3-a8ac-9914a3454068,Le pâté Hénaff bio,Hénaff,3537580707298,protein,40g,257,17.0,0.5,21.0,0.0,0.2,640.0,true,,2026-02-14 19:34:22.981503+00,Organik Hénaff pate,protein
87417d08-18b2-4b6b-be6a-a00e18ca90b4,Bread,Aldi,4088600165677,grains,40 g,239,8.3,45.0,2.0,3.6,2.9,348.0,true,,2026-02-14 19:38:20.466903+00,Ekmek,tahıllar
874189fe-add1-4902-a0a1-0cdce60a1a43,Cheese And Tomato Tortelloni,Tesco,5057967394760,grains,1 serving (195 g),195,7.5,31.0,4.0,2.7,2.0,303.0,true,,2026-02-14 19:39:32.32152+00,Peynirli ve Domatesli Tortelloni,tahıllar
87419e22-6991-4a21-877c-96b8c3a84339,Tonkotsu Ramen,Sapporo Ichiban,76186000110,other,104g,452,8.7,62.5,19.2,4.8,4.8,1470.0,true,,2026-02-14 19:28:46.350917+00,Tonkotsu Rameni,diğer
87439ef0-80f6-48c3-9330-0abb3148410d,Vegetable stock,Potts',5060178332223,vegetables,100g,15,0.7,2.3,0.2,0.2,1.8,480.0,true,,2026-02-14 19:21:04.539909+00,Sebze suyu,sebze
8747981d-3a9c-45f5-90b7-ec50f77c4fac,Deli fresh cracked black pepper turkey,Oscar Mayer,44700032503,protein,2 ONZ (56 g),89,16.1,3.6,1.8,0.0,1.8,892.9,true,,2026-02-14 19:34:05.953688+00,Taze çekilmiş karabiberli hindi,protein
8748e0e6-5ad6-4891-8c30-0abf80f5e10e,Ferrero Rocher,Ferrero,80050278,snacks,37.5g,603,8.2,44.4,42.7,,39.9,60.0,true,,2026-02-14 19:44:16.000314+00,Ferrero Rocher,atıştırmalıklar
87492975-d3e9-4152-a373-79ad029aff97,Nongshim Kimchi  Ramen,Nongshim,8801043055048,other,1 packet (120 g),438,10.0,68.3,13.5,,4.9,0.0,true,,2026-02-14 19:28:48.70834+00,Nongshim Kimchi Ramen,diğer
874bbbdc-93db-493a-ba95-9a09dddcce3b,Poêlée Campagnarde,Carrefour,3270190026686,protein,100g,118,4.8,13.0,4.8,1.6,0.9,272.0,true,,2026-02-14 19:32:28.162691+00,Köy Usulü Tavada Kızartılmış Yemek,protein
874fe75a-e221-4eb6-bcd2-7f456ac1f8f4,Skyr sur lit aux myrtilles,Yoplait,3329770073289,dairy,100 g,80,7.8,11.1,0.5,,10.6,48.0,true,,2026-02-14 19:20:30.87731+00,Yaban mersini yatağında Skyr,günlük
875cbd8a-9920-40bc-b71b-9fdc7a5c7ada,6111259347106,,6111259347106,snacks,100g,500,5.0,60.0,25.0,5.0,45.0,200.0,true,,2026-02-14 19:33:18.904218+00,6111259347106,atıştırmalıklar
875e0b95-41fb-4089-9d69-be256fb4f72e,Galleta Tableta Chocolate Blanco,Eliges,8480012027301,snacks,100g,499,6.1,66.0,23.0,,41.0,160.0,true,,2026-02-14 19:28:09.609827+00,Beyaz Çikolatalı Tablet Kurabiye,atıştırmalıklar
875e4f33-59bd-4360-ab6b-aa01b57ada06,Heck Steak & Butter Meatballs,Heck,5060317354680,protein,100g,214,20.0,1.7,14.0,,0.2,400.0,true,,2026-02-14 19:32:11.196206+00,Heck Biftek ve Tereyağlı Köfteler,protein
8760f127-161c-4c6c-a30c-d16eb595defc,Raw Pressery Valencia Orange,Raw Pressery,8904258700465,beverages,100g,46,0.6,10.8,0.0,,8.8,4.2,true,,2026-02-14 19:42:46.900516+00,Raw Pressery Valencia Portakalı,içecekler
87632063-2ebb-41d8-93b0-9914531406b7,Tuna Steak with a little spring water,Tesco,5057753304041,protein,100 serving (100 g),109,24.9,0.0,1.0,,,400.0,true,,2026-02-14 19:35:02.726491+00,Az miktarda kaynak suyuyla pişirilmiş ton balığı bifteği,protein
87647170-29c0-42db-9d85-5408cd46b630,Œufs bio x6,"Bio Village, Marque Repère",3564707000239,protein,60 g,70,,,,,,0.0,true,,2026-02-14 19:33:18.904218+00,Organik yumurta x6,protein
8765615c-04ba-4a45-a21b-5cedccf2ef6c,organic CILANTRO & LIME RICE,Ritika's Global Grains,859992004257,protein,124 g| (124 g),185,3.2,37.1,2.4,2.4,0.0,315.0,true,,2026-02-14 19:40:26.38005+00,organik Kişniş ve Limonlu Pilav,protein
876a774a-07d3-4e18-8a5f-4d96e96918e8,MONTE REGALE,,6111069011952,grains,100g,343,13.0,65.0,1.9,,4.3,0.0,true,,2026-02-14 19:38:37.750199+00,REGAL DAĞI,tahıllar
876d9f88-bb3c-4e5b-90f6-dd90e0796d52,MATACHEmacelaru,Matache Macelarul,5941265031468,protein,1 portion (100 g),107,18.1,0.4,3.7,,0.4,1060.0,true,,2026-02-14 19:33:50.34637+00,MATACHE kasap,protein
8773acbc-d209-4330-96b1-ee6b9d8bcd94,ORANGE JUICE SMOOTH,THE GROWER'S HARVEST,5057753097721,beverages,150 ml,47,0.5,10.5,0.1,0.1,10.5,4.0,true,,2026-02-14 19:42:22.270104+00,PORTAKAL SUYU SMOOTH,içecekler
87766958-86a6-4f8e-be68-f1aeb6709957,Boquerones aliñados,Hacendado,8402001013553,protein,80.0g,280,16.4,0.0,23.4,,0.0,920.0,true,,2026-02-14 19:32:47.216121+00,Marine edilmiş hamsiler,protein
87815375-3cee-450e-8fd4-5495aa36344a,Rice drink natural,Lima,5411788042550,beverages,200 ml,51,0.0,10.0,1.0,0.0,5.5,32.0,true,,2026-02-14 19:40:11.010224+00,Pirinç içeceği doğal,içecekler
8781ef25-53c0-40f6-9566-53cf8503850b,Special peri peri rice,Aldi,4088600387024,grains,0.5 pack (125 g),157,3.3,29.5,2.4,2.3,1.9,196.3,true,,2026-02-14 19:39:55.021597+00,Özel peri peri pirinci,tahıllar
8791053e-f121-4f02-b1a0-3deb98ef1c9f,Tortilla chips,Tesco,5059697729072,snacks,1 serving (100 g),473,6.1,62.9,20.5,6.3,0.9,177.0,true,,2026-02-14 19:45:39.810719+00,Tortilla cipsleri,atıştırmalıklar
87950ef8-9cb9-422b-938e-a3b48d5745de,Sparkling Water White Grape & Blackberry,Tesco,5018374406323,beverages,1 bottle (1000 ml),2,0.0,0.4,0.0,0.0,0.3,0.0,true,,2026-02-14 19:42:46.900516+00,Beyaz Üzüm ve Böğürtlen Aromalı Gazlı Su,içecekler
87984cc4-b185-47f7-a48b-4274b1e0b4d1,POM'POTES Compotes Gourdes Pomme Nature 4x90g,"Classique, POM'POTES, materne",3021761203254,vegetables,90 g,66,0.5,15.0,0.5,1.1,13.0,4.0,true,,2026-02-14 19:23:27.600962+00,POM'POTES Elma Saf Kompostosu Poşetleri 4x90g,sebze
879c14ad-2da5-4edf-986b-9157eb4aec4e,Bio Rijst Wafels Naturel,Albert Heijn,8718907468299,protein,7.7 g,390,7.8,80.5,2.6,3.9,0.9,156.0,true,,2026-02-14 19:40:05.731443+00,Organik Pirinç Gofretleri Doğal,protein
879c1804-7528-4fa7-a3af-c65bbd45b068,Cacao puro desgrasado en polvo,"La Chocolatera,Valor",8410109121551,snacks,250g,375,25.5,16.3,16.0,31.7,0.7,12.0,true,,2026-02-14 19:43:51.382512+00,Saf yağsız kakao tozu,atıştırmalıklar
87a0008d-0b6a-4584-b00a-eafcb91d8370,Boisson rafraîchissante aux extraits végétaux,Coca-Cola,3174780000431,beverages,25 cl,42,0.0,10.6,0.0,0.0,10.6,0.0,true,,2026-02-14 19:42:01.51324+00,Bitki özleri içeren ferahlatıcı içecek,içecekler
87a10dd3-0f7a-4198-ba5a-243cf8bd24e3,Baguettes viennoises,,3029330070559,snacks,100g,306,9.0,52.0,6.2,,13.0,400.0,true,,2026-02-14 19:38:20.466903+00,Viyana bagetleri,atıştırmalıklar
87a1cfac-6a22-4c1c-8e77-b930c9c425cb,COTTAGE CHEESE,Daisy,73420516208,dairy,113 g,80,11.5,4.4,2.2,,3.5,292.0,true,,2026-02-14 19:36:40.6709+00,Süzme peynir,günlük
87a5530f-c61d-4417-b509-c1f5365fdad6,Nuggets Fish And Chips Colin,Findus,3599741006008,protein,100g,236,9.7,22.0,12.0,0.7,0.6,400.0,true,,2026-02-14 19:32:58.189416+00,Nuggets Fish And Chips Colin,protein
87ad4b04-4ad5-490a-a6f3-8d4f9540b269,Oasis Pomme-Cassis-Framboise,Oasis,3124480204127,beverages,100 ml,31,0.0,7.5,0.0,,7.5,0.0,true,,2026-02-14 19:21:44.598161+00,Elma-Siyah Frenk Üzümü-Ahududu Vahası,içecekler
87af3472-e5f2-4944-ab59-495af9254ad1,Cooked Shrimp Peeled & Deveined Tail-On,Great Value,78742133713,protein,1 serving (84 g),60,14.3,0.0,0.0,0.0,0.0,440.0,true,,2026-02-14 19:35:24.73258+00,"Kabukları soyulmuş ve damarları temizlenmiş, kuyruklu pişmiş karides.",protein
